id;address;land_market_share;impr_market_share;total_market_share;land_appraisal_value;impr_appraisal_value;total_appraisal_value;land_approximate_size;impr_approximate_size;total_approximate_size;land_land_acres;impr_land_acres;total_land_acres;land_land_sqft;impr_land_sqft;total_land_sqft
41455029;100 LOS ROBLES ST, ARLINGTON, 76006;0;1062;1062;0;1062;1062;NULL;NULL;720;NULL;NULL;0;NULL;NULL;0
01782509;100 MILL CREEK DR, ARLINGTON, 76010;30000;104377;134377;30000;104377;134377;NULL;NULL;2946;NULL;NULL;0.2408;NULL;NULL;10492
06075789;100 MOSS HILL DR, ARLINGTON, 76018;20000;126590;146590;20000;114405;134405;NULL;NULL;1360;NULL;NULL;0.1958;NULL;NULL;8533
06075789;100 MOSS HILL DR, ARLINGTON, 76018;20000;126590;146590;20000;114405;134405;NULL;NULL;1360;NULL;NULL;0.1958;NULL;NULL;8533
40899748;100 NEMO CT, ARLINGTON, 76010;3918;0;3918;3918;0;3918;NULL;NULL;0;NULL;NULL;0.0299;NULL;NULL;1306
02142023;100 PARKVIEW DR, ARLINGTON, 76010;12100;122543;134643;12100;122543;134643;NULL;NULL;2511;NULL;NULL;0.7231;NULL;NULL;31500
02142023;100 PARKVIEW DR, ARLINGTON, 76010;12100;122543;134643;12100;122543;134643;NULL;NULL;2511;NULL;NULL;0.7231;NULL;NULL;31500
02006170;100 PARKWOOD AVE, ARLINGTON, 76013;25000;85764;110764;25000;85764;110764;NULL;NULL;1456;NULL;NULL;0.3414;NULL;NULL;14875
01516140;100 PINE ST, ARLINGTON, 76011;19350;65542;84892;19350;65542;84892;NULL;NULL;1106;NULL;NULL;0.1776;NULL;NULL;7740
07218850;100 QUAIL MEADOWS LN, ARLINGTON, 76002;25000;208565;233565;25000;208565;233565;NULL;NULL;3100;NULL;NULL;0.1919;NULL;NULL;8363
07218850;100 QUAIL MEADOWS LN, ARLINGTON, 76002;25000;208565;233565;25000;208565;233565;NULL;NULL;3100;NULL;NULL;0.1919;NULL;NULL;8363
01790110;100 RAY ST, ARLINGTON, 76010;32200;26785;58985;32200;26785;58985;NULL;NULL;1030;NULL;NULL;0.3696;NULL;NULL;16100
07256396;100 SETTLERS GLEN TR, ARLINGTON, 76002;25000;208454;233454;25000;206594;231594;NULL;NULL;2972;NULL;NULL;0.212;NULL;NULL;9235
07256396;100 SETTLERS GLEN TR, ARLINGTON, 76002;25000;208454;233454;25000;206594;231594;NULL;NULL;2972;NULL;NULL;0.212;NULL;NULL;9235
07226624;100 SHADY BROOK DR, ARLINGTON, 76002;22000;176990;198990;22000;144774;166774;NULL;NULL;2040;NULL;NULL;0.1639;NULL;NULL;7143
06119042;100 SIPES CT, ARLINGTON, 76018;20000;151581;171581;20000;151581;171581;NULL;NULL;1962;NULL;NULL;0.179;NULL;NULL;7797
06119395;100 SOUTHERN PINE CT, ARLINGTON, 76018;0;0;0;0;0;0;NULL;NULL;1763;NULL;NULL;0.176;NULL;NULL;7667
05594782;100 VALLEY SPRING DR, ARLINGTON, 76018;20000;177068;197068;20000;158913;178913;NULL;NULL;2416;NULL;NULL;0.1463;NULL;NULL;6374
05594782;100 VALLEY SPRING DR, ARLINGTON, 76018;20000;177068;197068;20000;158913;178913;NULL;NULL;2416;NULL;NULL;0.1463;NULL;NULL;6374
00570559;100 VARSITY CIR, ARLINGTON, 76013;25000;228362;253362;25000;185335;210335;NULL;NULL;3125;NULL;NULL;0.4579;NULL;NULL;19950
00570559;100 VARSITY CIR, ARLINGTON, 76013;25000;228362;253362;25000;185335;210335;NULL;NULL;3125;NULL;NULL;0.4579;NULL;NULL;19950
01783181;100 W LAVENDER LN, ARLINGTON, 76010;30000;149157;179157;30000;149157;179157;NULL;NULL;2281;NULL;NULL;0.1928;NULL;NULL;8400
01783181;100 W LAVENDER LN, ARLINGTON, 76010;30000;149157;179157;30000;149157;179157;NULL;NULL;2281;NULL;NULL;0.1928;NULL;NULL;8400
01782916;100 W LILLY LN, ARLINGTON, 76010;30000;145476;175476;30000;144845;174845;NULL;NULL;2565;NULL;NULL;0.2823;NULL;NULL;12300
02927802;100 W VOLUNTEER DR, ARLINGTON, 76014;15000;148683;163683;15000;98014;113014;NULL;NULL;1828;NULL;NULL;0.2427;NULL;NULL;10575
02927802;100 W VOLUNTEER DR, ARLINGTON, 76014;15000;148683;163683;15000;98014;113014;NULL;NULL;1828;NULL;NULL;0.2427;NULL;NULL;10575
02966999;100 W WILLIAMSBURG MNR, ARLINGTON, 76014;15000;100633;115633;15000;84559;99559;NULL;NULL;1414;NULL;NULL;0.204;NULL;NULL;8889
06853137;100 WESTBROOK DR, ARLINGTON, 76002;25000;193311;218311;25000;193311;218311;NULL;NULL;2657;NULL;NULL;0.2569;NULL;NULL;11194
02924463;100 WINGREN LN, ARLINGTON, 76014;15000;113499;128499;15000;113499;128499;NULL;NULL;1548;NULL;NULL;0.198;NULL;NULL;8625
40980278;1000 ABIGAIL DR, ARLINGTON, 76002;30000;176391;206391;30000;176391;206391;NULL;NULL;2374;NULL;NULL;0.5292;NULL;NULL;23053
40980278;1000 ABIGAIL DR, ARLINGTON, 76002;30000;176391;206391;30000;176391;206391;NULL;NULL;2374;NULL;NULL;0.5292;NULL;NULL;23053
06809529;1000 ANGEL FIRE LN, ARLINGTON, 76001;30000;168596;198596;30000;160180;190180;NULL;NULL;2174;NULL;NULL;0.198;NULL;NULL;8625
04750772;1000 ANITA DR, ARLINGTON, 76012;35000;269261;304261;35000;260634;295634;NULL;NULL;2735;NULL;NULL;0.2203;NULL;NULL;9600
04750594;1000 ARLENA DR, ARLINGTON, 76012;35000;180826;215826;35000;170700;205700;NULL;NULL;2402;NULL;NULL;0.2341;NULL;NULL;10200
04750594;1000 ARLENA DR, ARLINGTON, 76012;35000;180826;215826;35000;170700;205700;NULL;NULL;2402;NULL;NULL;0.2341;NULL;NULL;10200
05188725;1000 ASHMOUNT LN, ARLINGTON, 76017;20000;115927;135927;20000;102452;122452;NULL;NULL;1444;NULL;NULL;0.1705;NULL;NULL;7431
04756797;1000 AUBURN DR, ARLINGTON, 76012;35000;205439;240439;35000;191270;226270;NULL;NULL;2224;NULL;NULL;0.2138;NULL;NULL;9315
04756797;1000 AUBURN DR, ARLINGTON, 76012;35000;205439;240439;35000;191270;226270;NULL;NULL;2224;NULL;NULL;0.2138;NULL;NULL;9315
02498294;1000 AVINGTON CT, ARLINGTON, 76015;15000;89881;104881;15000;84746;99746;NULL;NULL;1491;NULL;NULL;0.2244;NULL;NULL;9775
07014163;1000 BANNACK DR, ARLINGTON, 76001;22000;118166;140166;22000;114243;136243;NULL;NULL;1507;NULL;NULL;0.2519;NULL;NULL;10977
07014163;1000 BANNACK DR, ARLINGTON, 76001;22000;118166;140166;22000;114243;136243;NULL;NULL;1507;NULL;NULL;0.2519;NULL;NULL;10977
02974215;1000 BELEMEADE ST, ARLINGTON, 76014;15000;104914;119914;15000;104914;119914;NULL;NULL;1776;NULL;NULL;0.1742;NULL;NULL;7590
03245462;1000 BELVEDERE DR, ARLINGTON, 76010;10000;76319;86319;10000;60180;70180;NULL;NULL;1380;NULL;NULL;0.2024;NULL;NULL;8820
04751949;1000 BERT DR, ARLINGTON, 76012;35000;189244;224244;35000;177960;212960;NULL;NULL;2279;NULL;NULL;0.2309;NULL;NULL;10062
04751949;1000 BERT DR, ARLINGTON, 76012;35000;189244;224244;35000;177960;212960;NULL;NULL;2279;NULL;NULL;0.2309;NULL;NULL;10062
04798112;1000 BLAND DR, ARLINGTON, 76010;16000;192242;208242;16000;192242;208242;NULL;NULL;3279;NULL;NULL;0.1859;NULL;NULL;8100
41546040;1000 BLUE LAKE BLVD, ARLINGTON, 76155;1;0;1;1;0;1;NULL;NULL;0;NULL;NULL;0.05;NULL;NULL;2178
06360556;1000 BREEZEWOOD DR, ARLINGTON, 76017;20000;142303;162303;20000;121286;141286;NULL;NULL;1698;NULL;NULL;0.1626;NULL;NULL;7084
06360556;1000 BREEZEWOOD DR, ARLINGTON, 76017;20000;142303;162303;20000;121286;141286;NULL;NULL;1698;NULL;NULL;0.1626;NULL;NULL;7084
06800580;1000 BRENNER CT, ARLINGTON, 76017;14000;105768;119768;14000;105768;119768;NULL;NULL;1418;NULL;NULL;0.1078;NULL;NULL;4697
06800580;1000 BRENNER CT, ARLINGTON, 76017;14000;105768;119768;14000;105768;119768;NULL;NULL;1418;NULL;NULL;0.1078;NULL;NULL;4697
04756479;1000 BRIARCLIFF DR, ARLINGTON, 76012;35000;206306;241306;35000;196836;231836;NULL;NULL;2266;NULL;NULL;0.2191;NULL;NULL;9545
04751256;1000 BRIARCREEK DR, ARLINGTON, 76012;35000;203793;238793;35000;188971;223971;NULL;NULL;2407;NULL;NULL;0.2203;NULL;NULL;9600
04751256;1000 BRIARCREEK DR, ARLINGTON, 76012;35000;203793;238793;35000;188971;223971;NULL;NULL;2407;NULL;NULL;0.2203;NULL;NULL;9600
07544626;1000 BRIDGES DR, ARLINGTON, 76012;40000;142367;182367;40000;142367;182367;NULL;NULL;1287;NULL;NULL;0;NULL;NULL;0
07544626;1000 BRIDGES DR, ARLINGTON, 76012;40000;142367;182367;40000;142367;182367;NULL;NULL;1287;NULL;NULL;0;NULL;NULL;0
06950744;1000 BROOK CANYON DR, ARLINGTON, 76018;0;0;0;0;0;0;NULL;NULL;1602;NULL;NULL;0.1889;NULL;NULL;8232
06951120;1000 BROOK CREEK CT, ARLINGTON, 76018;25000;177979;202979;25000;132300;157300;NULL;NULL;2542;NULL;NULL;0.3339;NULL;NULL;14549
01297457;1000 BROOK HILL CT, ARLINGTON, 76014;0;0;0;0;0;0;NULL;NULL;1509;NULL;NULL;0.1212;NULL;NULL;5280
04750993;1000 BYRON LN, ARLINGTON, 76012;35000;212250;247250;35000;212250;247250;NULL;NULL;2303;NULL;NULL;0.2203;NULL;NULL;9600
02973936;1000 CANDLEWICK ST, ARLINGTON, 76014;15000;94435;109435;15000;94435;109435;NULL;NULL;1230;NULL;NULL;0.1742;NULL;NULL;7590
07581963;1000 CARINA CT, ARLINGTON, 76013;30000;242025;272025;30000;242025;272025;NULL;NULL;2779;NULL;NULL;0.2239;NULL;NULL;9757
07581963;1000 CARINA CT, ARLINGTON, 76013;30000;242025;272025;30000;242025;272025;NULL;NULL;2779;NULL;NULL;0.2239;NULL;NULL;9757
02971062;1000 CARLA CT, ARLINGTON, 76014;15000;115816;130816;15000;96854;111854;NULL;NULL;1564;NULL;NULL;0.2344;NULL;NULL;10212
06758827;1000 CARLISLE DR, ARLINGTON, 76017;20000;163765;183765;20000;127257;147257;NULL;NULL;1835;NULL;NULL;0.1625;NULL;NULL;7080
07842899;1000 CARTHAGE WAY, ARLINGTON, 76017;30000;153810;183810;30000;153425;183425;NULL;NULL;2602;NULL;NULL;0.1689;NULL;NULL;7361
07842899;1000 CARTHAGE WAY, ARLINGTON, 76017;30000;153810;183810;30000;153425;183425;NULL;NULL;2602;NULL;NULL;0.1689;NULL;NULL;7361
02972743;1000 CHAMBLEE CT, ARLINGTON, 76014;15000;105233;120233;15000;79138;94138;NULL;NULL;1534;NULL;NULL;0.2231;NULL;NULL;9720
02972743;1000 CHAMBLEE CT, ARLINGTON, 76014;15000;105233;120233;15000;79138;94138;NULL;NULL;1534;NULL;NULL;0.2231;NULL;NULL;9720
02971194;1000 CHARLESTON CT, ARLINGTON, 76014;15000;100737;115737;15000;72846;87846;NULL;NULL;1411;NULL;NULL;0.3061;NULL;NULL;13334
05565073;1000 CHEDDAR CT, ARLINGTON, 76017;10000;97336;107336;10000;79782;89782;NULL;NULL;1614;NULL;NULL;0.1338;NULL;NULL;5829
04757521;1000 CLEMSON DR, ARLINGTON, 76012;0;0;0;0;0;0;NULL;NULL;1968;NULL;NULL;0.2156;NULL;NULL;9394
00464147;1000 COKE DR, ARLINGTON, 76010;20000;111299;131299;20000;111299;131299;NULL;NULL;2327;NULL;NULL;0.4706;NULL;NULL;20500
07299834;1000 COURTSIDE DR, ARLINGTON, 76002;25000;180812;205812;25000;176310;201310;NULL;NULL;2508;NULL;NULL;0.2399;NULL;NULL;10454
02498650;1000 CRISTOPHER CT, ARLINGTON, 76015;15000;97441;112441;15000;97441;112441;NULL;NULL;1740;NULL;NULL;0.2244;NULL;NULL;9775
01431749;1000 CROWLEY RD, ARLINGTON, 76012;56000;231157;287157;56000;211594;267594;NULL;NULL;2604;NULL;NULL;0.3382;NULL;NULL;14732
01431749;1000 CROWLEY RD, ARLINGTON, 76012;56000;231157;287157;56000;211594;267594;NULL;NULL;2604;NULL;NULL;0.3382;NULL;NULL;14732
41626532;1000 CRYSTAL OAK LN, ARLINGTON, 76155;70000;337331;407331;70000;337331;407331;NULL;NULL;3127;NULL;NULL;0.2099;NULL;NULL;9147
04752120;1000 CURTIS CT, ARLINGTON, 76012;0;0;0;0;0;0;NULL;NULL;2410;NULL;NULL;0.214;NULL;NULL;9322
02797968;1000 DARLENE LN, ARLINGTON, 76010;12000;87342;99342;12000;59753;71753;NULL;NULL;1064;NULL;NULL;0.2024;NULL;NULL;8820
02797968;1000 DARLENE LN, ARLINGTON, 76010;12000;87342;99342;12000;59753;71753;NULL;NULL;1064;NULL;NULL;0.2024;NULL;NULL;8820
02974533;1000 DAWNVIEW ST, ARLINGTON, 76014;15000;60803;75803;15000;60803;75803;NULL;NULL;1336;NULL;NULL;0.1795;NULL;NULL;7820
01511521;1000 DELK DR, ARLINGTON, 76013;19350;134799;154149;19350;126528;145878;NULL;NULL;1447;NULL;NULL;0.2961;NULL;NULL;12900
40713229;1000 DOVE TR, ARLINGTON, 76002;30000;191696;221696;30000;163408;193408;NULL;NULL;2657;NULL;NULL;0.2019;NULL;NULL;8799
40713229;1000 DOVE TR, ARLINGTON, 76002;30000;191696;221696;30000;163408;193408;NULL;NULL;2657;NULL;NULL;0.2019;NULL;NULL;8799
00571237;1000 DOVER LN, ARLINGTON, 76010;18000;125787;143787;18000;103242;121242;NULL;NULL;1502;NULL;NULL;0.159;NULL;NULL;6930
00294454;1000 DUGAN ST, ARLINGTON, 76010;15750;75016;90766;15750;55277;71027;NULL;NULL;1368;NULL;NULL;0.241;NULL;NULL;10500
07843658;1000 DUNKIRK LN, ARLINGTON, 76017;0;0;0;0;0;0;NULL;NULL;1868;NULL;NULL;0.1699;NULL;NULL;7405
00085898;1000 E INWOOD DR, ARLINGTON, 76010;10000;80768;90768;10000;80768;90768;NULL;NULL;1608;NULL;NULL;0.1721;NULL;NULL;7500
00085898;1000 E INWOOD DR, ARLINGTON, 76010;10000;80768;90768;10000;80768;90768;NULL;NULL;1608;NULL;NULL;0.1721;NULL;NULL;7500
00086711;1000 E LOVERS LN, ARLINGTON, 76010;10000;68205;78205;10000;45418;55418;NULL;NULL;978;NULL;NULL;0.1721;NULL;NULL;7500
02972247;1000 E TIMBERVIEW LN, ARLINGTON, 76014;15000;107807;122807;15000;66070;81070;NULL;NULL;1554;NULL;NULL;0.1955;NULL;NULL;8520
02972247;1000 E TIMBERVIEW LN, ARLINGTON, 76014;15000;107807;122807;15000;66070;81070;NULL;NULL;1554;NULL;NULL;0.1955;NULL;NULL;8520
02498111;1000 FAIRFAX CT, ARLINGTON, 76015;15000;91922;106922;15000;86614;101614;NULL;NULL;1529;NULL;NULL;0.2244;NULL;NULL;9775
04752015;1000 FIELD CREST CT, ARLINGTON, 76012;35000;189679;224679;35000;183378;218378;NULL;NULL;2463;NULL;NULL;0.1738;NULL;NULL;7571
04752015;1000 FIELD CREST CT, ARLINGTON, 76012;35000;189679;224679;35000;183378;218378;NULL;NULL;2463;NULL;NULL;0.1738;NULL;NULL;7571
05922461;1000 FLAMEWOOD DR, ARLINGTON, 76001;20000;151633;171633;20000;151633;171633;NULL;NULL;1716;NULL;NULL;0.1397;NULL;NULL;6089
00960837;1000 FORREST DR, ARLINGTON, 76012;20000;156641;176641;20000;123990;143990;NULL;NULL;2188;NULL;NULL;0.2112;NULL;NULL;9200
05517427;1000 GALAXY DR, ARLINGTON, 76001;20000;122197;142197;20000;121359;141359;NULL;NULL;1512;NULL;NULL;0.1336;NULL;NULL;5822
05517427;1000 GALAXY DR, ARLINGTON, 76001;20000;122197;142197;20000;121359;141359;NULL;NULL;1512;NULL;NULL;0.1336;NULL;NULL;5822
00959456;1000 GAYE LN, ARLINGTON, 76012;20000;161216;181216;20000;122296;142296;NULL;NULL;2273;NULL;NULL;0.2442;NULL;NULL;10640
02222035;1000 GLYNN OAKS DR, ARLINGTON, 76010;12000;83991;95991;12000;83991;95991;NULL;NULL;1419;NULL;NULL;0.2038;NULL;NULL;8880
02222035;1000 GLYNN OAKS DR, ARLINGTON, 76010;12000;83991;95991;12000;83991;95991;NULL;NULL;1419;NULL;NULL;0.2038;NULL;NULL;8880
02222035;1000 GLYNN OAKS DR, ARLINGTON, 76010;12000;83991;95991;12000;83991;95991;NULL;NULL;1419;NULL;NULL;0.2038;NULL;NULL;8880
02970910;1000 GRANTS PKWY, ARLINGTON, 76014;15000;114648;129648;15000;87366;102366;NULL;NULL;1633;NULL;NULL;0.1955;NULL;NULL;8520
03077012;1000 HENSLEY ST, ARLINGTON, 76010;10000;61314;71314;10000;30898;40898;NULL;NULL;924;NULL;NULL;0.1527;NULL;NULL;6655
03077012;1000 HENSLEY ST, ARLINGTON, 76010;10000;61314;71314;10000;30898;40898;NULL;NULL;924;NULL;NULL;0.1527;NULL;NULL;6655
00062448;1000 HIGHLAND DR, ARLINGTON, 76010;10000;70751;80751;10000;70751;80751;NULL;NULL;1318;NULL;NULL;0.2522;NULL;NULL;10990
02972581;1000 HOLLY HILL CT, ARLINGTON, 76014;15000;132209;147209;15000;93053;108053;NULL;NULL;1959;NULL;NULL;0.1735;NULL;NULL;7560
02972581;1000 HOLLY HILL CT, ARLINGTON, 76014;15000;132209;147209;15000;93053;108053;NULL;NULL;1959;NULL;NULL;0.1735;NULL;NULL;7560
06284205;1000 HUNTER RIDGE DR, ARLINGTON, 76013;20000;157142;177142;20000;146738;166738;NULL;NULL;1672;NULL;NULL;0.1989;NULL;NULL;8668
06284205;1000 HUNTER RIDGE DR, ARLINGTON, 76013;20000;157142;177142;20000;146738;166738;NULL;NULL;1672;NULL;NULL;0.1989;NULL;NULL;8668
41626184;1000 IVY CHARM WAY, ARLINGTON, 76155;70000;235372;305372;70000;235372;305372;NULL;NULL;1881;NULL;NULL;0.1579;NULL;NULL;6882
01675680;1000 JUDY LYNN DR, ARLINGTON, 76014;15000;108619;123619;15000;108619;123619;NULL;NULL;1507;NULL;NULL;0.1928;NULL;NULL;8400
01675680;1000 JUDY LYNN DR, ARLINGTON, 76014;15000;108619;123619;15000;108619;123619;NULL;NULL;1507;NULL;NULL;0.1928;NULL;NULL;8400
04751817;1000 LESLIE CT, ARLINGTON, 76012;35000;171393;206393;35000;171393;206393;NULL;NULL;1888;NULL;NULL;0.2148;NULL;NULL;9360
04751817;1000 LESLIE CT, ARLINGTON, 76012;35000;171393;206393;35000;171393;206393;NULL;NULL;1888;NULL;NULL;0.2148;NULL;NULL;9360
03115119;1000 LIVE OAK LN, ARLINGTON, 76012;30000;256557;286557;30000;225673;255673;NULL;NULL;2542;NULL;NULL;0.2623;NULL;NULL;11430
40565262;1000 LOBLOLLY PINE DR, ARLINGTON, 76012;30000;214184;244184;30000;214178;244178;NULL;NULL;2593;NULL;NULL;0.221;NULL;NULL;9627
40565262;1000 LOBLOLLY PINE DR, ARLINGTON, 76012;30000;214184;244184;30000;214178;244178;NULL;NULL;2593;NULL;NULL;0.221;NULL;NULL;9627
01433288;1000 LOCH LOMOND DR, ARLINGTON, 76012;54000;285853;339853;54000;269990;323990;NULL;NULL;3565;NULL;NULL;0.8006;NULL;NULL;34875
01433288;1000 LOCH LOMOND DR, ARLINGTON, 76012;54000;285853;339853;54000;269990;323990;NULL;NULL;3565;NULL;NULL;0.8006;NULL;NULL;34875
41625765;1000 LONE IVORY TR, ARLINGTON, 76155;70000;334447;404447;70000;334447;404447;NULL;NULL;3207;NULL;NULL;0.1529;NULL;NULL;6664
41625765;1000 LONE IVORY TR, ARLINGTON, 76155;70000;334447;404447;70000;334447;404447;NULL;NULL;3207;NULL;NULL;0.1529;NULL;NULL;6664
02045400;1000 LYNDA LN, ARLINGTON, 76013;15000;90477;105477;15000;90477;105477;NULL;NULL;1339;NULL;NULL;0.1056;NULL;NULL;4600
02045400;1000 LYNDA LN, ARLINGTON, 76013;15000;90477;105477;15000;90477;105477;NULL;NULL;1339;NULL;NULL;0.1056;NULL;NULL;4600
07583400;1000 LYRA CT, ARLINGTON, 76013;30000;201452;231452;30000;201452;231452;NULL;NULL;1942;NULL;NULL;0.212;NULL;NULL;9235
01621076;1000 MAGNOLIA ST, ARLINGTON, 76012;15000;103876;118876;15000;95352;110352;NULL;NULL;1784;NULL;NULL;0.2474;NULL;NULL;10780
05233372;1000 MANSFIELD WEBB RD, ARLINGTON, 76002;39600;18974;58574;39600;18974;58574;NULL;NULL;1824;NULL;NULL;1.32;NULL;NULL;57499
05233372;1000 MANSFIELD WEBB RD, ARLINGTON, 76002;39600;18974;58574;39600;18974;58574;NULL;NULL;1824;NULL;NULL;1.32;NULL;NULL;57499
01789600;1000 MARY ST, ARLINGTON, 76010;14504;118650;133154;14504;118650;133154;NULL;NULL;1855;NULL;NULL;0.1664;NULL;NULL;7252
07013493;1000 MAZOURKA DR, ARLINGTON, 76001;0;0;0;0;0;0;NULL;NULL;2578;NULL;NULL;0.1929;NULL;NULL;8407
05509505;1000 MEADOW GLEN CT, ARLINGTON, 76018;20000;129705;149705;20000;117214;137214;NULL;NULL;1701;NULL;NULL;0.3673;NULL;NULL;16000
06360998;1000 MEADOWLARK DR, ARLINGTON, 76017;20000;200999;220999;20000;171651;191651;NULL;NULL;2780;NULL;NULL;0.2334;NULL;NULL;10169
06284299;1000 MILBY OAKS CIR, ARLINGTON, 76013;20000;215863;235863;20000;215863;235863;NULL;NULL;2741;NULL;NULL;0.225;NULL;NULL;9801
05692962;1000 NW GREEN OAKS BLVD, ARLINGTON, 76012;0;0;0;0;0;0;NULL;NULL;0;NULL;NULL;0.289;NULL;NULL;12589
01871366;1000 PAULA DR, ARLINGTON, 76012;15000;96309;111309;15000;77081;92081;NULL;NULL;1140;NULL;NULL;0.2121;NULL;NULL;9240
01871366;1000 PAULA DR, ARLINGTON, 76012;15000;96309;111309;15000;77081;92081;NULL;NULL;1140;NULL;NULL;0.2121;NULL;NULL;9240
07585063;1000 PEEBLES CT, ARLINGTON, 76013;0;0;0;0;0;0;NULL;NULL;1583;NULL;NULL;0.2399;NULL;NULL;10454
07585152;1000 PEEBLES CT, ARLINGTON, 76013;0;0;0;0;0;0;NULL;NULL;0;NULL;NULL;0.2399;NULL;NULL;10454
07585063;1000 PEEBLES CT, ARLINGTON, 76013;0;0;0;0;0;0;NULL;NULL;1583;NULL;NULL;0.2399;NULL;NULL;10454
07585152;1000 PEEBLES CT, ARLINGTON, 76013;0;0;0;0;0;0;NULL;NULL;0;NULL;NULL;0.2399;NULL;NULL;10454
07582250;1000 PEGASUS DR, ARLINGTON, 76013;30000;244331;274331;30000;244331;274331;NULL;NULL;2785;NULL;NULL;0.228;NULL;NULL;9932
07582250;1000 PEGASUS DR, ARLINGTON, 76013;30000;244331;274331;30000;244331;274331;NULL;NULL;2785;NULL;NULL;0.228;NULL;NULL;9932
05518024;1000 PIERCE ARROW DR, ARLINGTON, 76001;20000;138734;158734;20000;138675;158675;NULL;NULL;1670;NULL;NULL;0.2178;NULL;NULL;9488
02495554;1000 PLEASANT VALLEY LN, ARLINGTON, 76015;20000;66120;86120;20000;66120;86120;NULL;NULL;1185;NULL;NULL;0.0545;NULL;NULL;2375
02495554;1000 PLEASANT VALLEY LN, ARLINGTON, 76015;20000;66120;86120;20000;66120;86120;NULL;NULL;1185;NULL;NULL;0.0545;NULL;NULL;2375
02495554;1000 PLEASANT VALLEY LN, ARLINGTON, 76015;20000;66120;86120;20000;66120;86120;NULL;NULL;1185;NULL;NULL;0.0545;NULL;NULL;2375
02496240;1000 PLOVER LN, ARLINGTON, 76015;20000;46000;66000;20000;46000;66000;NULL;NULL;980;NULL;NULL;0.1014;NULL;NULL;4418
01432095;1000 PORTOFINO DR, ARLINGTON, 76012;40000;240256;280256;40000;218396;258396;NULL;NULL;2725;NULL;NULL;0.505;NULL;NULL;22000
06758665;1000 PRADO REAL DR, ARLINGTON, 76017;20000;201819;221819;20000;159383;179383;NULL;NULL;2753;NULL;NULL;0.2227;NULL;NULL;9705
