id,zpid,address,city,zipcode,total_approximate_size,total_appraisal_value,total_market_share,zestimate_amount,valuation_range_high,valuation_range_low,bedrooms,bathrooms,usecode,last_sold_date,year_built,complete,finished_sqft
07916159,83809251,10 LOS ROBLES ST,ARLINGTON,76006,1216,14806,14806,89776,112220,72719,2,1.0,Mobile,NULL,1997,True,1216
02142708,66632030,100 BIRD DR,ARLINGTON,76010,1326,91951,121660,132239,138851,113726,3,2.0,SingleFamily,03/09/2005,2004,True,1326
06118801,29256507,100 E EMBERCREST DR,ARLINGTON,76018,2132,181625,190421,193521,203197,183845,4,2.0,SingleFamily,12/12/2006,1991,True,2132
02926954,29114719,100 HIDALGO LN,ARLINGTON,76014,1783,106601,149354,151133,160201,143576,3,2.0,SingleFamily,NULL,1978,True,1783
02928248,29114832,100 KAREN CT,ARLINGTON,76014,1662,102124,136554,149303,161247,141838,3,2.0,SingleFamily,NULL,1978,True,1662
01782509,29036467,100 MILL CREEK DR,ARLINGTON,76010,2946,134377,134377,213657,224340,202974,3,2.0,SingleFamily,NULL,1973,True,2946
02142023,29061698,100 PARKVIEW DR,ARLINGTON,76010,2511,134643,134643,154764,179526,126906,4,2.0,SingleFamily,12/30/2016,1951,True,2511
07218850,29317933,100 QUAIL MEADOWS LN,ARLINGTON,76002,3100,233565,233565,241371,253440,229302,3,2.5,SingleFamily,11/13/2009,2000,True,3100
07256396,29320565,100 SETTLERS GLEN TR,ARLINGTON,76002,2972,231594,233454,238177,250086,226268,3,2.0,SingleFamily,09/02/2004,2000,True,2972
05594782,29230363,100 VALLEY SPRING DR,ARLINGTON,76018,2416,178913,197068,191045,208239,173851,4,3.0,SingleFamily,03/06/2009,1990,True,2416
01783181,29036530,100 W LAVENDER LN,ARLINGTON,76010,2281,179157,179157,205177,217488,190815,4,3.0,SingleFamily,04/16/2002,1968,True,2281
02927802,29114797,100 W VOLUNTEER DR,ARLINGTON,76014,1828,113014,163683,150145,160655,142638,3,2.0,SingleFamily,07/06/2007,1977,True,1674
40980278,79924074,1000 ABIGAIL DR,ARLINGTON,76002,2374,206391,206391,238532,250459,226605,4,3.0,SingleFamily,05/31/2013,2007,True,2463
04750594,29190202,1000 ARLENA DR,ARLINGTON,76012,2402,205700,215826,253403,266073,240733,3,4.0,SingleFamily,01/04/2011,1971,True,2402
04756797,29190763,1000 AUBURN DR,ARLINGTON,76012,2224,226270,240439,245628,257909,233347,3,2.0,SingleFamily,NULL,1978,True,2224
02974215,29117743,1000 BELEMEADE ST,ARLINGTON,76014,1776,119914,119914,145772,153061,138483,3,2.0,SingleFamily,05/11/2007,1975,True,1776
04798112,29193714,1000 BLAND DR,ARLINGTON,76010,3279,208242,208242,254755,295516,203804,6,3.0,MultiFamily2To4,07/15/2003,1983,True,3279
06800580,29292254,1000 BRENNER CT,ARLINGTON,76017,1418,119768,119768,142536,155364,124006,0,NULL,MultiFamily2To4,11/01/2005,1999,True,1418
04751256,29190263,1000 BRIARCREEK DR,ARLINGTON,76012,2407,223971,238793,258293,271208,245378,4,2.0,SingleFamily,08/23/2000,1972,True,2407
06951120,29301691,1000 BROOK CREEK CT,ARLINGTON,76018,2542,157300,202979,216625,227456,203627,4,3.0,SingleFamily,12/07/2011,1999,True,2542
07581963,58524610,1000 CARINA CT,ARLINGTON,76013,2779,272025,272025,297212,312073,282351,4,3.0,SingleFamily,NULL,2000,True,2779
07842899,60243267,1000 CARTHAGE WAY,ARLINGTON,76017,2602,183425,183810,213782,224471,203093,4,2.0,SingleFamily,12/12/2002,2002,True,2602
02971194,29117468,1000 CHARLESTON CT,ARLINGTON,76014,1411,87846,115737,137411,145656,119548,3,2.0,SingleFamily,NULL,1971,True,1411
07299834,54037621,1000 COURTSIDE DR,ARLINGTON,76002,2508,201310,205812,219192,230152,208232,5,2.5,SingleFamily,03/05/2015,2000,True,2508
41626532,121133246,1000 CRYSTAL OAK LN,ARLINGTON,76155,3127,407331,407331,417848,451276,396956,4,NULL,SingleFamily,04/28/2014,2014,True,NULL
02974533,29117772,1000 DAWNVIEW ST,ARLINGTON,76014,1336,75803,75803,116073,128841,97501,2,2.0,SingleFamily,09/07/1999,1975,True,1336
00571237,28957769,1000 DOVER LN,ARLINGTON,76010,1502,121242,143787,152985,160634,145336,3,2.5,SingleFamily,11/15/2010,1962,True,1502
00085898,28924133,1000 E INWOOD DR,ARLINGTON,76010,1608,90768,90768,136744,175032,94353,4,2.0,SingleFamily,10/28/2016,1954,True,1733
02498111,29084419,1000 FAIRFAX CT,ARLINGTON,76015,1529,101614,106922,136672,143506,127105,3,2.0,SingleFamily,NULL,1970,True,1529
00960837,28982287,1000 FORREST DR,ARLINGTON,76012,2188,143990,176641,189122,202361,173992,3,2.0,SingleFamily,NULL,1961,True,2188
02222035,29066824,1000 GLYNN OAKS DR,ARLINGTON,76010,1419,95991,95991,111210,117883,105650,4,1.0,SingleFamily,06/11/2008,1961,True,1353
03077012,29124556,1000 HENSLEY ST,ARLINGTON,76010,924,40898,71314,63730,75201,48435,3,1.0,SingleFamily,NULL,1953,True,924
02972581,29117595,1000 HOLLY HILL CT,ARLINGTON,76014,1959,108053,147209,151190,158749,142119,4,2.0,SingleFamily,NULL,1971,True,1959
01675680,29029158,1000 JUDY LYNN DR,ARLINGTON,76014,1507,123619,123619,144152,151360,134061,3,2.0,SingleFamily,NULL,1978,True,1507
03115119,29127033,1000 LIVE OAK LN,ARLINGTON,76012,2542,255673,286557,362347,398582,326112,4,4.0,SingleFamily,08/12/2014,1967,True,3293
01433288,29013747,1000 LOCH LOMOND DR,ARLINGTON,76012,3565,323990,339853,418049,438951,397147,4,3.0,SingleFamily,NULL,1978,True,3565
02927527,29114771,100 COUNTRYSIDE DR,ARLINGTON,76014,2010,159413,159413,133164,141154,126506,3,2.0,SingleFamily,NULL,1977,True,2010
05221595,29216372,100 HARDIN DR,ARLINGTON,76018,1618,157500,157500,165462,173735,157189,3,2.0,SingleFamily,04/06/2015,1993,True,1618
00904899,28978616,100 KALMIA CT,ARLINGTON,76018,1509,128256,135007,151765,159353,139624,3,2.0,SingleFamily,01/05/1999,1981,True,1509
40899748,79925154,100 NEMO CT,ARLINGTON,76010,0,3918,3918,NULL,NULL,NULL,0,NULL,VacantResidentialLand,NULL,NULL,True,NULL
01516140,29018840,100 PINE ST,ARLINGTON,76011,1106,84892,84892,98078,104943,90232,3,1.0,SingleFamily,06/09/2004,1954,True,1106
06119395,29256559,100 SOUTHERN PINE CT,ARLINGTON,76018,1763,0,0,168441,176863,160019,4,2.0,SingleFamily,02/01/2016,1986,True,1763
00570559,28957721,100 VARSITY CIR,ARLINGTON,76013,3125,210335,253362,284122,298328,269916,3,2.0,SingleFamily,NULL,1954,True,3125
02924463,29114504,100 WINGREN LN,ARLINGTON,76014,1548,128499,128499,143920,151116,133846,3,2.0,SingleFamily,NULL,1978,True,1548
04750772,29190219,1000 ANITA DR,ARLINGTON,76012,2735,295634,304261,298535,325403,259725,4,3.0,SingleFamily,06/04/2007,1972,True,2735
07014163,29305041,1000 BANNACK DR,ARLINGTON,76001,1507,136243,140166,162932,171079,154785,3,2.0,SingleFamily,10/31/2008,1998,True,1507
04751949,29190326,1000 BERT DR,ARLINGTON,76012,2279,212960,224244,249725,262211,237239,4,2.5,SingleFamily,NULL,1975,True,2279
06360556,29266770,1000 BREEZEWOOD DR,ARLINGTON,76017,1698,141286,162303,171419,179990,162848,3,2.0,SingleFamily,11/09/1999,1992,True,1698
06950744,29301657,1000 BROOK CANYON DR,ARLINGTON,76018,1602,0,0,165375,173644,157106,3,2.0,SingleFamily,03/08/2016,1998,True,1602
02973936,29117717,1000 CANDLEWICK ST,ARLINGTON,76014,1230,109435,109435,126433,132755,118847,3,2.0,SingleFamily,NULL,1973,True,1230
06758827,29289196,1000 CARLISLE DR,ARLINGTON,76017,1835,147257,183765,180422,189443,171401,3,2.0,SingleFamily,12/22/2009,1996,True,1835
02972743,29117609,1000 CHAMBLEE CT,ARLINGTON,76014,1534,94138,120233,144288,151502,137074,3,2.0,SingleFamily,NULL,1972,True,1534
00464147,28950981,1000 COKE DR,ARLINGTON,76010,2327,131299,131299,211413,236783,188158,4,2.0,SingleFamily,NULL,1960,True,2327
01431749,29013617,1000 CROWLEY RD,ARLINGTON,76012,2604,267594,287157,313659,329342,294839,4,3.0,SingleFamily,06/29/2015,1974,True,2604
02797968,29105383,1000 DARLENE LN,ARLINGTON,76010,1064,71753,99342,100123,109134,84103,3,2.0,SingleFamily,02/26/2002,1961,True,1064
40713229,79947974,1000 DOVE TR,ARLINGTON,76002,2657,193408,221696,237094,248949,225239,3,2.0,SingleFamily,01/03/2007,2006,True,2657
02972247,29117564,1000 E TIMBERVIEW LN,ARLINGTON,76014,1554,81070,122807,135255,155543,110909,3,2.0,SingleFamily,NULL,1974,True,1554
05922461,29247491,1000 FLAMEWOOD DR,ARLINGTON,76001,1716,171633,171633,NULL,NULL,NULL,4,3.0,SingleFamily,09/12/2002,1992,True,1720
00959456,28982164,1000 GAYE LN,ARLINGTON,76012,2273,142296,181216,199374,213330,187412,3,2.0,SingleFamily,10/23/2002,1955,True,2273
02970910,29117443,1000 GRANTS PKWY,ARLINGTON,76014,1633,102366,129648,149425,156896,141954,4,2.0,SingleFamily,02/27/2002,1975,True,1633
41626184,121132806,1000 IVY CHARM WAY,ARLINGTON,76155,1881,305372,305372,330208,346718,310396,3,2.0,SingleFamily,10/02/2014,2014,True,1900
04751817,29190314,1000 LESLIE CT,ARLINGTON,76012,1888,206393,206393,205836,216128,195544,3,2.0,SingleFamily,NULL,1974,True,1888
02045400,29054359,1000 LYNDA LN,ARLINGTON,76013,1339,105477,105477,137462,144335,126465,3,2.0,SingleFamily,04/21/2014,1953,True,1339
05233372,29216587,1000 MANSFIELD WEBB RD,ARLINGTON,76002,1824,58574,58574,174429,202338,132566,4,3.0,SingleFamily,NULL,1982,True,1824
05509505,70568037,1000 MEADOW GLEN CT,ARLINGTON,76018,1701,137214,149705,176526,187118,158873,3,2.5,SingleFamily,02/22/2013,1986,True,1701
01871366,29042231,1000 PAULA DR,ARLINGTON,76012,1140,92081,111309,133678,140362,126994,3,2.0,SingleFamily,NULL,1961,True,1140
05518024,29225211,1000 PIERCE ARROW DR,ARLINGTON,76001,1670,158675,158734,166326,174642,158010,3,2.0,SingleFamily,08/25/2004,1985,True,1670
02496240,29084254,1000 PLOVER LN,ARLINGTON,76015,980,66000,66000,84679,94840,75364,2,1.0,SingleFamily,NULL,1973,True,980
04755545,29190652,1000 PURDUE DR,ARLINGTON,76012,1782,180048,206648,202359,212477,192241,3,2.0,SingleFamily,07/17/2006,1978,True,1782
04751477,29190283,1000 ROCKY CANYON RD,ARLINGTON,76012,2426,0,0,255459,268232,242686,3,2.0,SingleFamily,NULL,1972,True,2426
04634969,29186510,1000 S PECAN ST,ARLINGTON,76010,8991,0,0,191752,255030,151484,2,2.0,MultiFamily2To4,NULL,1960,True,999
02974932,29117807,1000 SHENANDOAH DR,ARLINGTON,76014,1348,112290,112290,135135,141892,128378,3,2.0,SingleFamily,08/08/2008,1973,True,1347
05233062,29216568,1000 STEPHIE ANN CT,ARLINGTON,76002,1400,45753,45753,125340,149155,101525,1,1.0,SingleFamily,NULL,1983,True,1400
40638863,79919241,1000 TABASCO TR,ARLINGTON,76002,1736,179951,179951,185995,195295,176695,3,2.0,SingleFamily,01/15/2013,2006,True,1736
06800653,29292261,1000 TENNESSEE TR,ARLINGTON,76017,1283,87725,113140,122860,129003,113031,2,2.0,MultiFamily2To4,10/02/2003,2003,True,1283
06168639,29258410,1000 VALLEY BRANCH DR,ARLINGTON,76001,1915,187139,196006,195125,204881,185369,3,2.0,SingleFamily,05/22/2001,1994,True,1915
06699472,29285004,1000 VILLAGE GREEN CT,ARLINGTON,76012,2840,276836,276836,306029,354994,260125,3,2.0,SingleFamily,NULL,2000,True,2840
06363571,29266941,1000 W LOVERS LN,ARLINGTON,76013,1429,136128,136128,153708,161393,146023,3,2.0,SingleFamily,06/02/2000,1990,True,1429
02497948,29084403,1000 WAVERLY DR,ARLINGTON,76015,1659,101164,101164,140334,147351,126301,3,2.0,SingleFamily,02/19/2014,1970,True,1659
03115313,29127048,1000 WHISPERING OAK CT,ARLINGTON,76012,2680,248998,279865,303487,318661,288313,4,3.0,SingleFamily,01/06/2006,1966,True,2680
02498464,29084451,1000 WINNSBORO CT,ARLINGTON,76015,1491,100470,105670,132431,140377,105945,3,2.0,SingleFamily,NULL,1971,True,1491
40980286,79955328,1001 ABIGAIL DR,ARLINGTON,76002,2309,205073,205073,230648,242180,219116,4,3.0,SingleFamily,09/09/2013,2007,True,2309
06809138,29292841,1001 ANGEL FIRE LN,ARLINGTON,76001,2134,198046,205885,209105,219560,198650,3,2.0,SingleFamily,05/13/2013,1997,True,2134
05188717,29213919,1001 ASHMOUNT LN,ARLINGTON,76017,1392,119524,133733,150119,157625,142613,3,2.0,SingleFamily,NULL,1987,True,1392
02498138,29084420,1001 AVINGTON CT,ARLINGTON,76015,1621,107723,107723,146292,153607,133126,4,2.0,SingleFamily,NULL,1970,True,2000
07014287,29305051,1001 BANNACK DR,ARLINGTON,76001,1640,144240,148831,167506,175881,159131,3,2.0,SingleFamily,09/14/2011,1998,True,1640
04752112,29190341,1001 BERT DR,ARLINGTON,76012,2224,229119,236366,252564,265192,237410,3,2.5,SingleFamily,04/05/2016,1976,True,2224
06360718,29266783,1001 BREEZEWOOD DR,ARLINGTON,76017,1724,160466,188245,183262,192425,174099,3,2.0,SingleFamily,NULL,1993,True,1724
00273325,28936549,1001 BRIARWOOD BLVD,ARLINGTON,76013,1746,207999,216301,202658,214817,180366,3,2.0,SingleFamily,09/18/2013,1960,True,1850
01297465,29004566,1001 BROOK HILL CT,ARLINGTON,76014,1570,138484,138484,150768,159814,143230,3,2.0,SingleFamily,03/03/2011,1980,True,1570
02045621,29054380,1001 CANDICE LN,ARLINGTON,76013,1026,98115,111074,121316,129808,106758,3,1.0,SingleFamily,07/03/2007,1953,True,1026
07581890,58524609,1001 CARINA CT,ARLINGTON,76013,2279,243856,243856,250571,263100,233031,4,2.0,SingleFamily,02/05/2003,2001,True,2279
07842597,83795457,1001 CARTHAGE WAY,ARLINGTON,76017,1860,161819,161819,183140,192297,172152,3,2.0,SingleFamily,02/24/2003,2002,True,1860
00464430,97698430,1001 COKE DR,ARLINGTON,76010,0,5000,5000,NULL,NULL,NULL,0,NULL,VacantResidentialLand,04/30/1997,NULL,True,NULL
04752252,29190353,1001 CURTIS CT,ARLINGTON,76012,2108,229300,229300,236240,248052,224428,3,2.0,SingleFamily,NULL,1974,True,2108
02974398,29117759,1001 DAWNVIEW ST,ARLINGTON,76014,1521,97647,121992,143979,151178,136780,3,2.0,SingleFamily,NULL,1975,True,1521
00085472,28924096,1001 E INWOOD DR,ARLINGTON,76010,1080,93743,93743,98336,106203,88502,3,1.5,SingleFamily,NULL,1953,True,1080
06801137,29292302,1001 ENFILAR LN,ARLINGTON,76017,1050,82401,97917,107252,113687,93309,2,2.0,MultiFamily2To4,07/24/2000,1995,True,1050
05518016,29225210,1001 FIERO DR,ARLINGTON,76001,1552,141508,142269,159051,167004,151098,3,2.0,SingleFamily,04/07/1999,1986,True,1552
05922739,29247515,1001 FLAMEWOOD DR,ARLINGTON,76001,1231,122053,128760,146989,155808,138170,3,2.0,SingleFamily,NULL,1987,True,1231
00959464,28982165,1001 GAYE LN,ARLINGTON,76012,1618,111078,132212,164558,174431,148102,3,1.0,SingleFamily,NULL,1953,True,1618
02970333,29117392,1001 GRANTS PKWY,ARLINGTON,76014,1469,77171,77171,131947,142503,102919,3,2.0,SingleFamily,NULL,1974,True,1469
02972573,29117594,1001 HOLLY HILL CT,ARLINGTON,76014,1569,99946,125386,145208,152468,137948,3,2.0,SingleFamily,NULL,1969,True,1569
04751930,29190325,1001 LESLIE CT,ARLINGTON,76012,2568,226751,233524,261456,274529,248383,3,2.0,SingleFamily,NULL,1974,True,2568
01432257,29013655,1001 LOCH LOMOND DR,ARLINGTON,76012,3065,262473,284225,376994,395844,358144,3,2.0,SingleFamily,NULL,1977,True,3065
07583907,58524659,1001 LYRA CT,ARLINGTON,76013,1951,242109,247461,241096,253151,229041,3,2.0,SingleFamily,12/04/2001,2001,True,1951
07014015,29305027,1001 MAZOURKA DR,ARLINGTON,76001,2792,194592,204503,218166,229074,200713,4,2.0,SingleFamily,11/30/1998,1998,True,2792
05509564,29224566,1001 MEADOW GLEN CT,ARLINGTON,76018,2032,152016,152016,165957,174255,156000,4,2.0,SingleFamily,05/08/2015,1986,True,1591
40371662,63415687,1001 N BOWEN RD,ARLINGTON,76012,2378,177877,177877,249743,269722,224769,3,2.0,SingleFamily,NULL,1963,True,2378
01871374,29042232,1001 PAULA DR,ARLINGTON,76012,1226,93896,103497,137984,144883,131085,3,2.0,SingleFamily,NULL,1961,True,1226
04623835,29185739,1001 PORTOFINO DR,ARLINGTON,76012,2594,234193,252586,291532,311939,274040,3,2.0,SingleFamily,NULL,1978,True,2594
07585896,58524757,1001 REGULUS CT,ARLINGTON,76013,2406,247347,247347,261131,274188,245463,4,2.0,SingleFamily,01/23/2007,2001,True,2406
04751612,29190296,1001 ROCKY CANYON RD,ARLINGTON,76012,1990,188609,220012,219503,230478,208528,4,2.0,SingleFamily,04/01/2009,1972,True,2000
00959332,28982154,1001 ROSS TR,ARLINGTON,76012,2985,166980,205218,230189,248604,209472,3,2.0,SingleFamily,NULL,1954,True,2985
00571202,28957766,1001 RUBY ST,ARLINGTON,76010,1790,125598,163478,164730,174614,151552,4,2.0,SingleFamily,NULL,1962,True,1950
04751809,29190313,1001 SHELLEY CT,ARLINGTON,76012,2280,210177,220612,245657,257940,233374,4,3.0,SingleFamily,10/19/2001,1974,True,2280
40565165,70565847,1001 SHORTLEAF PINE DR,ARLINGTON,76012,3062,260513,275957,288287,302701,273873,4,4.0,SingleFamily,06/14/2005,2005,True,3062
41553543,29216590,1001 SPRING MILLER CT,ARLINGTON,76002,6125,0,0,265245,315642,222806,3,2.0,SingleFamily,NULL,1996,True,1456
40966135,79946789,1001 SUSAN DR,ARLINGTON,76010,1733,165845,165845,NULL,NULL,NULL,3,2.0,SingleFamily,06/30/2014,2014,True,1717
05565170,29228047,1001 TENNESSEE TR,ARLINGTON,76017,1445,115897,115897,139087,162732,111270,3,3.0,SingleFamily,11/21/2014,2002,True,1445
04755553,29190653,1001 TULANE DR,ARLINGTON,76012,1900,210654,210654,214628,225359,203897,3,2.0,SingleFamily,10/17/2014,1977,True,2018
01973495,29049729,1001 VILLAGE WOOD CT,ARLINGTON,76012,1719,174845,203261,196580,206409,186751,3,2.0,SingleFamily,07/01/1998,1983,True,1719
02495864,29084219,1001 WAVERLY DR,ARLINGTON,76015,1153,94096,94096,102743,107880,89386,3,2.0,SingleFamily,NULL,1971,True,1153
02971291,29117478,1001 WHIPPOORWILL CT,ARLINGTON,76014,1411,87846,115737,139521,146497,131150,3,2.0,SingleFamily,NULL,1971,True,1411
07843933,60243319,1001 WHITE DOVE DR,ARLINGTON,76017,2182,170097,170182,197245,207107,187383,3,2.0,SingleFamily,04/08/2013,2002,True,2182
06292569,29264295,1002 ACAPULCO LN,ARLINGTON,76017,1713,144958,164632,170652,179185,162119,3,2.0,SingleFamily,06/06/1997,1991,True,1713
05188733,29213921,1002 ASHMOUNT LN,ARLINGTON,76017,1436,122053,135578,153772,161461,146083,3,2.0,SingleFamily,06/20/2002,1987,True,1436
02498286,29084434,1002 AVINGTON CT,ARLINGTON,76015,1816,66078,66847,143862,151055,135230,3,2.0,SingleFamily,04/03/2001,1971,True,1816
04751957,29190327,1002 BERT DR,ARLINGTON,76012,1831,205449,205449,206940,217287,196593,4,2.5,SingleFamily,NULL,1975,True,1831
06800572,29292253,1002 BRENNER CT,ARLINGTON,76017,1418,119768,119768,143606,156531,124937,3,2.5,MultiFamily2To4,07/22/1999,1999,True,1418
06951112,29301690,1002 BROOK CREEK CT,ARLINGTON,76018,1988,162866,185651,186698,196033,177363,3,2.0,SingleFamily,09/05/2003,2000,True,1988
02973944,29117718,1002 CANDLEWICK ST,ARLINGTON,76014,1388,115079,115079,135059,141812,128306,4,2.0,SingleFamily,10/26/2011,1972,True,1354
06758819,29289195,1002 CARLISLE DR,ARLINGTON,76017,2776,223164,223164,207677,218061,197293,4,3.0,SingleFamily,03/01/2017,1996,True,2776
02972751,29117610,1002 CHAMBLEE CT,ARLINGTON,76014,1702,100672,131879,149430,156901,141959,3,2.0,SingleFamily,NULL,1972,True,1702
05565065,29228038,1002 CHEDDAR CT,ARLINGTON,76017,1459,83974,100931,137060,154878,111019,3,3.0,MultiFamily2To4,06/22/2001,1995,True,1459
01431757,29013618,1002 CROWLEY RD,ARLINGTON,76012,3738,371641,397183,428974,450423,407525,5,3.5,SingleFamily,09/02/2009,1973,True,3738
04752139,29190343,1002 CURTIS CT,ARLINGTON,76012,2272,228421,235369,254113,266819,241407,4,3.0,SingleFamily,02/28/2008,1976,True,2272
40713237,70573373,1002 DOVE TR,ARLINGTON,76002,2653,220590,220590,239610,251590,227630,4,2.5,SingleFamily,04/04/2016,2005,True,2653
00085901,28924134,1002 E INWOOD DR,ARLINGTON,76010,1032,57717,80329,85404,93090,77718,3,2.0,SingleFamily,02/04/2000,1953,True,1032
05922488,29247492,1002 FLAMEWOOD DR,ARLINGTON,76001,1812,182421,182421,185031,194283,175779,4,3.0,SingleFamily,06/03/2008,1992,True,1812
03091414,29125661,1002 GLENWICK LN,ARLINGTON,76012,1654,157324,192276,201188,221307,175034,3,2.0,SingleFamily,05/21/1997,1960,True,1654
03077020,29124557,1002 HENSLEY ST,ARLINGTON,76010,966,80174,80174,73353,78488,63084,3,1.0,SingleFamily,NULL,1953,True,966
02972603,29117596,1002 HOLLY HILL CT,ARLINGTON,76014,1906,153134,153134,146863,154206,139520,3,2.0,SingleFamily,04/04/2006,1972,True,1662
03115127,29127034,1002 LIVE OAK LN,ARLINGTON,76012,3981,258819,323553,401987,434146,341689,3,2.0,SingleFamily,NULL,1966,True,3981
41625773,2105242377,1002 LONE IVORY TR,ARLINGTON,76155,2602,343092,343092,381245,407932,362183,3,3.0,SingleFamily,NULL,2015,True,2477
01621068,29025208,1002 MAGNOLIA ST,ARLINGTON,76012,1312,86956,86956,141582,148661,134503,3,2.0,SingleFamily,08/15/2006,1956,True,1312
01871358,29042230,1002 PAULA DR,ARLINGTON,76012,1158,98800,98800,112215,123436,96505,2,1.5,SingleFamily,NULL,1961,True,1158
02495562,29084196,1002 PLEASANT VALLEY LN,ARLINGTON,76015,1185,74899,86120,107400,112770,94512,2,3.0,SingleFamily,NULL,1979,True,1185
04755537,29190651,1002 PURDUE DR,ARLINGTON,76012,1943,191543,213740,217555,228433,206677,3,2.0,SingleFamily,08/02/2004,1977,True,1943
02798360,29105418,1002 ROSEWOOD LN,ARLINGTON,76010,1716,130565,130565,145960,153258,138662,3,2.0,SingleFamily,02/06/2008,1964,True,1716
40979512,79964766,1002 SAN JOSE CT,ARLINGTON,76002,1756,182432,182432,190372,199891,180853,3,2.0,SingleFamily,02/15/2007,2006,True,1756
04916883,29199385,1002 SPRING MILLER CT,ARLINGTON,76002,1512,38913,38913,134684,168355,107747,1,1.0,SingleFamily,NULL,1988,True,1512
03245764,29135167,1002 SUNNYVALE DR,ARLINGTON,76010,1034,57112,81663,85533,93231,79546,3,2.0,SingleFamily,NULL,1954,True,1034
03090647,29125595,1002 TANGLEWOOD LN,ARLINGTON,76012,2184,246855,246855,225803,241609,214513,3,2.0,SingleFamily,05/03/2013,1969,True,2184
04755030,29190605,1002 TULANE DR,ARLINGTON,76012,2121,215138,233109,230184,241693,218675,3,2.0,SingleFamily,NULL,1977,True,2121
06699464,29285003,1002 VILLAGE GREEN CT,ARLINGTON,76012,2674,269473,269473,327141,405655,284613,4,3.0,SingleFamily,07/01/1999,1999,True,2674
02973650,29117692,1002 WEMBLEY RD,ARLINGTON,76014,1452,117112,117112,141596,148676,134516,3,2.0,SingleFamily,04/16/2003,1972,True,1452
03115321,29127049,1002 WHISPERING OAK CT,ARLINGTON,76012,2542,217558,256376,273241,292368,254114,3,2.0,SingleFamily,NULL,1967,True,2542
03594335,29160264,1002 WOODBROOK ST,ARLINGTON,76011,1474,124042,124042,132565,139193,124611,3,2.0,SingleFamily,NULL,1961,True,1474
03115585,29127070,1003 ACORN CT,ARLINGTON,76012,2834,163000,163000,259258,277406,238517,4,2.5,SingleFamily,09/18/2008,1967,True,2834
06809146,29292842,1003 ANGEL FIRE LN,ARLINGTON,76001,2233,192390,200944,207351,217719,196983,4,2.0,SingleFamily,NULL,1997,True,2233
07014295,29305052,1003 BANNACK DR,ARLINGTON,76001,1507,136243,140166,162343,170460,154226,3,2.0,SingleFamily,01/04/2003,1998,True,1507
03245306,29135127,1003 BELVEDERE DR,ARLINGTON,76010,1095,0,0,85268,95500,77594,3,1.0,SingleFamily,04/29/2015,1954,True,1095
06811051,29293012,1003 BONANZA DR,ARLINGTON,76063,2207,186772,192694,201950,212047,191853,4,2.0,SingleFamily,06/22/2005,1996,True,2207
04756819,29190765,1003 BRIARCLIFF DR,ARLINGTON,76012,2022,209209,229225,238857,250800,226914,4,2.0,SingleFamily,NULL,1978,True,2022
02973774,29117703,1003 CANDLEWICK ST,ARLINGTON,76014,1230,111103,111103,128731,135168,122294,3,2.0,SingleFamily,NULL,1975,True,1230
02971046,29117454,1003 CARLA CT,ARLINGTON,76014,1411,86636,114861,135907,142702,129112,3,2.0,SingleFamily,11/01/1999,1970,True,1411
07842589,83803505,1003 CARTHAGE WAY,ARLINGTON,76017,2125,168675,168728,185171,194430,161099,4,2.0,SingleFamily,NULL,2002,True,2125
41287258,97685881,1003 COKE DR,ARLINGTON,76010,0,10000,10000,NULL,NULL,NULL,NULL,NULL,VacantResidentialLand,NULL,NULL,True,NULL
01431579,29013604,1003 CROWLEY RD,ARLINGTON,76012,3665,295130,320922,381791,419970,339794,4,3.0,SingleFamily,09/09/2009,1973,True,3665
02797755,29105365,1003 DARLENE LN,ARLINGTON,76010,1064,95672,95672,97825,104673,87064,3,2.0,SingleFamily,02/24/2015,1961,True,1064
07843208,60243279,1003 DUNKIRK LN,ARLINGTON,76017,2105,168343,168389,191504,201079,181929,4,2.0,SingleFamily,12/11/2002,2002,True,2105
00086045,28924147,1003 E LOVERS LN,ARLINGTON,76010,1008,58685,78190,83032,89675,76389,3,1.0,SingleFamily,NULL,1953,True,1008
06801129,29292301,1003 ENFILAR LN,ARLINGTON,76017,1577,119132,119132,143730,153791,123608,3,3.0,Townhouse,06/06/2016,1995,True,1577
04751655,29190300,1003 FIELD CREST CT,ARLINGTON,76012,2317,218371,218371,246836,259178,234494,4,3.0,SingleFamily,02/18/2016,1973,True,2317
05922720,29247514,1003 FLAMEWOOD DR,ARLINGTON,76001,1550,142331,143120,162327,170443,154211,3,2.0,SingleFamily,NULL,1987,True,1550
06998003,29304013,1003 GLYNN OAKS DR,ARLINGTON,76010,1302,74778,94512,112544,123798,106917,3,2.0,SingleFamily,NULL,1961,True,1302
00062626,28922194,1003 HIGHLAND DR,ARLINGTON,76010,1073,55187,60172,91298,98602,84907,3,2.0,SingleFamily,NULL,1955,True,1073
40966984,70551036,1003 HOUSTON ST,ARLINGTON,76012,1378,130484,147405,154643,162375,143818,3,2.0,SingleFamily,12/29/2005,2005,True,1378
04751922,29190324,1003 LESLIE CT,ARLINGTON,76012,2387,215293,221415,263041,276193,249889,4,3.0,SingleFamily,NULL,1974,True,2387
02044706,29054297,1003 LYNDA LN,ARLINGTON,76013,1050,92843,92843,101002,117162,88882,3,1.0,SingleFamily,NULL,1953,True,1027
